@RELATION quality_prediction_sample

@ATTRIBUTE T_data_1_1 NUMERIC
@ATTRIBUTE T_data_1_2 NUMERIC
@ATTRIBUTE T_data_1_3 NUMERIC
@ATTRIBUTE T_data_2_1 NUMERIC
@ATTRIBUTE T_data_2_2 NUMERIC
@ATTRIBUTE T_data_2_3 NUMERIC
@ATTRIBUTE T_data_3_1 NUMERIC
@ATTRIBUTE T_data_3_2 NUMERIC
@ATTRIBUTE T_data_3_3 NUMERIC
@ATTRIBUTE T_data_4_1 NUMERIC
@ATTRIBUTE T_data_4_2 NUMERIC
@ATTRIBUTE T_data_4_3 NUMERIC
@ATTRIBUTE T_data_5_1 NUMERIC
@ATTRIBUTE T_data_5_2 NUMERIC
@ATTRIBUTE T_data_5_3 NUMERIC
@ATTRIBUTE H_data NUMERIC
@ATTRIBUTE AH_data NUMERIC
@ATTRIBUTE hour_sin NUMERIC
@ATTRIBUTE hour_cos NUMERIC
@ATTRIBUTE dayofweek_sin NUMERIC
@ATTRIBUTE dayofweek_cos NUMERIC
@ATTRIBUTE quality NUMERIC

@DATA
0.2527926828381329,0.4231723785150858,0.12955064581105405,-0.06212825014935851,-2.4035199843420862,0.1423689329231696,-0.5362828059206731,-1.2710121134840375,-1.0344665208388875,-0.6389707086231201,-1.031823997216991,0.6704465463241147,-0.18597088614730048,-0.003441192602124729,-0.5544223397099461,-1.3415704730649314,-0.609556103796188,0.0010961292628242235,1.4156599358904727,-0.6168269273196494,-1.2719453181982552,420.0
0.19412901140770975,0.45336870685027286,0.8446620732474229,0.1791030958731058,-2.9065192075929533,0.49139429823798564,-0.6566231964305573,-0.9148955337786119,-0.7026837667436525,-0.7795121245543756,-0.9360023753943146,-0.8036219355268386,-0.5732189722607758,0.0921204808875449,-0.22151598470584755,-1.3439151382778394,0.3389704752549994,0.3666798673853117,1.3674133888151505,-0.6168269273196494,-1.2719453181982552,420.0
0.46808835698778717,0.41843569956054677,0.654914430809911,0.5846118969923155,-2.4559157367640507,1.031802827417975,-0.2965571073652691,-0.18698428595305414,-0.15383206655936965,-0.08060346154488914,-0.8467513790680483,-1.218767752864453,-1.0453846013633643,-0.035896100579747486,0.13709050183357646,-1.34809686077096,-1.1804285819288465,0.7073496779104445,1.2259616700411782,-0.6168269273196494,-1.2719453181982552,420.0
1.0019277670046411,0.9003927831849239,1.5467283502662126,0.7794525995489208,0.04308588664568525,0.8769262786253466,0.028489291339999317,0.25072234570644497,0.04137154043457966,-1.0633081111645954,-2.2232974205663987,-0.8337049657686935,-1.336272355006924,0.16063639772919489,-0.007547447737324492,-0.721853702668063,0.022794948904604113,0.9998894762344153,1.000944480442984,-0.6168269273196494,-1.2719453181982552,420.0
1.487076329734242,1.6061579474112828,2.1841618365797233,0.6577453819855518,0.13574363829716118,1.0743938783359483,0.3143773090063381,0.21392683208009883,-0.09457382872192086,-0.8451704694489017,-2.8644809585912854,-1.0694465300276028,-0.9604670583742511,0.6192122271167282,0.02831320091661791,-0.6862848896702067,-0.5041642616793901,1.2243631585463202,0.707696369633197,-0.6168269273196494,-1.2719453181982552,420.0
1.8349519013166526,1.5268185749227505,1.949942090445922,1.254274479728884,0.7920693791617791,0.2258916431649095,0.5181282347373579,0.24944250175422536,0.1643244617229753,-0.917340385737924,-2.790013869631948,-0.5542062666125394,-0.07997452043039266,0.3271180553181151,0.21956999373764438,-0.6892338500410798,-0.319728537974991,1.3654732143569028,0.3662017117480877,-0.6168269273196494,-1.2719453181982552,420.0
1.626695867738651,1.1798568415027428,1.536648006761719,1.3879886873657694,0.4319175230402702,-2.92197421104525,0.6441991200334273,0.47661480327341105,0.7163450516311873,-0.9580377069535385,0.7088442072075312,-0.8676167453140595,-0.09021280575532117,-0.011855428003730364,-0.08165945495547199,-0.6856805945122417,1.893500146477779,1.413603226558065,-0.0002671966240788187,-0.6168269273196494,-1.2719453181982552,420.0
1.129814570722964,1.1218325243096363,1.0118771831454787,0.42579216465625813,-0.1256835895766441,-2.0662812789659806,0.7323850675763848,0.6465140879307152,0.17953513239782865,-0.7990468387378713,-2.8644809585912854,-0.9321585192874955,-0.07274749549514936,-0.10561405105019828,-0.2513998585841322,-0.6987817135369356,1.26993174728672,1.3654732143569028,-0.3667361049962453,-0.6168269273196494,-1.2719453181982552,420.0
0.7426343392821693,0.9507199970769029,0.9253048212833643,0.1419905811004193,0.0017208189441336626,-0.03629222871975429,0.7973306751531472,0.6551530346082062,-0.4371308078785088,-0.7833105412011665,-2.093527567012259,-0.9157495937010285,-0.3780892990091955,0.012185244572286761,-0.46895446041805033,-0.7017790175204456,1.3138450148353866,1.2243631585463204,-0.7082307628813543,-0.6168269273196494,-1.2719453181982552,420.0
0.6915969451377013,0.7967779310543752,0.6489848169837401,0.45690118439218635,0.38614018145055334,0.5926171854845944,0.8368074170135333,0.7332235156936736,0.442236090511439,-1.0068744924122761,-1.1977322910013983,-0.9633354779017824,-0.11249613263898954,0.24958688626045958,-0.31355831625096625,1.0149630967439895,0.014012295394870306,0.9998894762344154,-1.0014788736911415,-0.6168269273196494,-1.2719453181982552,420.0
